item,label,site,geo,inscription
Q106675399,BRHKL/1 (Ogham Stone Concept by CISP),Q106628062,POINT(-9.736282 52.067482),--]MAQ[--]LUG[--
Q106675400,BRMOU/1 (Ogham Stone Concept by CISP),Q85395555,POINT(-10.159444 52.186944),nan
Q106675401,BURGA/1 (Ogham Stone Concept by CISP),Q85393931,POINT(-9.0125 51.577778),--][Q][--
Q106675402,BURNF/1 (Ogham Stone Concept by CISP),Q85393991,POINT(-8.599444 52.068056),SAGITTARI
Q106675403,BWEEN/1 (Ogham Stone Concept by CISP),Q85395519,POINT(-10.400833 52.155833),TOGITACCMAQISAGARET 
Q106675404,CAMP/1 (Ogham Stone Concept by CISP),Q85395556,POINT(-9.910278 52.215),{C}O{N}U{N}E{TTM}O{Q}I{C}O{N}U{R}I
Q106675405,CAMP/2 (Ogham Stone Concept by CISP),Q85395556,POINT(-9.910278 52.215),--]CCILARIAV[I][--]COIVAG[--
Q106675406,CARHA/1 (Ogham Stone Concept by CISP),Q85393926,POINT(-8.956111 51.688333),DOMNGEN
Q106675407,CARHA/2 (Ogham Stone Concept by CISP),Q85393926,POINT(-8.956111 51.688333),CONANNM[...]S[--
Q106675408,CARHA/3 (Ogham Stone Concept by CISP),Q85393926,POINT(-8.956111 51.688333),SCAMAGNI
Q106675409,CARIN/1 (Ogham Stone Concept by CISP),Q85395576,POINT(-10.166667 51.921111),ANMCALUMANNMAQ[--
Q106675410,CHFLD/1 (Ogham Stone Concept by CISP),Q106628058,POINT(-10.170106 52.140298),[--]
Q106675411,CHLAR/1 (Ogham Stone Concept by CISP),Q85391656,POINT(-7.150556 52.651389),TASEGAGNI 
Q106675412,CHUIS/1 (Ogham Stone Concept by CISP),Q106626870,POINT(-10.2832 51.9376),BECCDINNMACI 
Q106675414,CLCAH/1 (Ogham Stone Concept by CISP),Q85395549,POINT(-10.176944 51.894167),D[...]A[.C.]AVIDALAGNI [--
Q106675415,CLHEE/1 (Ogham Stone Concept by CISP),Q106628049,POINT(-9.134153 51.904032),[--]
Q106675416,CLMAC/152 (Ogham Stone Concept by CISP),Q106628033,POINT(-7.985726 53.326779),BOCHT
Q106675417,CLMAC/262 (Ogham Stone Concept by CISP),Q106628033,POINT(-7.985726 53.326779),NADAV[--
Q106675418,CLMOR/1 (Ogham Stone Concept by CISP),Q85391717,POINT(-6.573611 52.826389),--]RENI
Q106675419,CLMOR/2 (Ogham Stone Concept by CISP),Q85391717,POINT(-6.573611 52.826389),[--]
Q106675422,COHIL/1 (Ogham Stone Concept by CISP),Q85395548,POINT(-9.421389 52.566667),--MA]Q[I]BROCI
Q106675423,COLIN/1 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),OVANOSAVII 
Q106675420,CLOOM/1 (Ogham Stone Concept by CISP),Q85390407,POINT(-7.870556 53.816389),nan
Q106675421,COBOY/1 (Ogham Stone Concept by CISP),Q85396820,POINT(-9.771944 52.165833),CATTUVVIRRMAQIRIT 
Q106675424,COLIN/2 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),MAQIDDE[CCEDA] 
Q106675425,COLIN/3 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),--]MAQQICOLLABOTA
Q106675426,COLIN/4 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),--]EGNIKOIMAQIMUC 
Q106675427,COLIN/5 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),AV[.]S[.]MAQV[.]S
Q106675428,COLIN/6 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),--]UR[--
Q106675429,COLIN/7 (Ogham Stone Concept by CISP),Q85391762,POINT(-6.756389 53.031111),--]LA
Q106675430,COOGH/1 (Ogham Stone Concept by CISP),Q85394077,POINT(-8.823889 51.955833),ANMCORREMAQVIUDD[...]METT
Q106675431,COOGH/2 (Ogham Stone Concept by CISP),Q85394077,POINT(-8.823889 51.955833),ANMN[ETAC]U[N]AS[CE]L[I]VIDETTAS
Q106675432,COOLE/1 (Ogham Stone Concept by CISP),Q85395579,POINT(-10.365556 51.912222),L[OGIT]TIMAQIERPENN
Q106675433,COOLE/2 (Ogham Stone Concept by CISP),Q85395579,POINT(-10.365556 51.912222),--]ERLONNAMAQIR[U]T[ENI]
Q106675435,COOLH/1 (Ogham Stone Concept by CISP),Q85393945,POINT(-9.026388888 51.841944444),VEQOANAIMAQIEQOD[--
Q106675436,COOLM/1 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),DEGO{S}MAQIMOCOITOICAKI
Q106675437,COOLM/2 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),MAQIRITEASMAQIMAQIDDUMILEAS 
Q106675438,COOLM/3 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),CUNACENA
Q106675439,COOLM/4 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),MAQITTALMAQIVORGOSMA 
Q106675440,COOLM/5 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),--]MC[--]GE[--] 
Q106675441,COOLM/6 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),NIOTTVRECCMAQI[-- 
Q106675442,COOLM/7 (Ogham Stone Concept by CISP),Q69379704,POINT(-9.642778 52.061111),MAQIDECEDAMAQ[--
Q106675443,COOLN/1 (Ogham Stone Concept by CISP),Q85394074,POINT(-8.539722 51.957778),nan
Q106675444,COOME/1 (Ogham Stone Concept by CISP),Q85394096,POINT(-9.283611 51.733056),nan
Q106675445,CORRO/1 (Ogham Stone Concept by CISP),Q85390388,POINT(-9.083889 54.074444),--MA]QCERAN[I] 
Q106675446,COTTS/1 (Ogham Stone Concept by CISP),Q85391675,POINT(-6.4275 52.215278),IARNI
Q106675447,COUME/1 (Ogham Stone Concept by CISP),Q85395557,POINT(-10.458333 52.111944),nan
Q106675451,CRAG/1 (Ogham Stone Concept by CISP),Q85396823,POINT(-9.5325 52.191667),VELITASLUGUTTI
Q106675452,CRCOM/1 (Ogham Stone Concept by CISP),Q85392806,POINT(-6.183333 54.803056),TORAESCEUSASMAQIMUCOIMEUTINI
Q106675453,CRCOM/2 (Ogham Stone Concept by CISP),Q85392806,POINT(-6.183333 54.803056),CAGINADIMAQIVOBARACI
Q106675454,CREHS/1 (Ogham Stone Concept by CISP),Q85396978,POINT(-7.391111 52.330556),VOCAGNI 
Q106675455,CRGHH/1 (Ogham Stone Concept by CISP),Q85396866,POINT(-7.379167 52.324167),[--]
Q106675456,CRGUL/1 (Ogham Stone Concept by CISP),Q85393943,POINT(-8.909167 52.0075),DOVETI[MA]Q[I]LOCARENAS 
Q106675457,CRNLO/1 (Ogham Stone Concept by CISP),Q85393948,POINT(-8.928056 52.066667),SECIDARI
Q106675458,CRSER/1 (Ogham Stone Concept by CISP),Q106628048,POINT(-9.132804 51.792584),--]AF[M!]OLA[--
Q106675459,CSKEE/1 (Ogham Stone Concept by CISP),Q85391673,POINT(-6.96 53.735833),[COV]AGNIMAQ 
Q106675460,CSMO/1 (Ogham Stone Concept by CISP),Q85391708,POINT(-6.063611 52.909167),NETACARINETACAGI
Q106675461,CSTGR/1 (Ogham Stone Concept by CISP),Q106628035,POINT(-6.74288 52.762953),[--]
Q106675462,CURMO/1 (Ogham Stone Concept by CISP),Q85395570,POINT(-9.621667 52.208611),ANMMAGANNMAQINUADAT
Q106675463,DEELI/1 (Ogham Stone Concept by CISP),Q85393938,POINT(-8.887778 51.940833),[COLAB]OTMAQIMAQIRI 
Q106675466,DEGAS/1 (Ogham Stone Concept by CISP),Q85395602,POINT(-9.746667 51.91),ANMCRUNANMAQLUQIN
Q106675467,DENAN/1 (Ogham Stone Concept by CISP),Q85395573,POINT(-10.122222 51.773056),ANMLLATIGNIMAQM[I]N[E]RCM[UCOI] 
Q106675468,DERIV/1 (Ogham Stone Concept by CISP),Q85395535,POINT(-9.665 51.974444),S[M][--]BNAGMA[Q]Q 
Q106675469,DINGL/1 (Ogham Stone Concept by CISP),Q85395597,POINT(-10.27 52.14),--][E!]TORIGAS
Q106675471,DKEAR/1 (Ogham Stone Concept by CISP),Q85395550,POINT(-10.113611 51.848056),TIDONN[A]MAQDOMNGINN
Q106675472,DNARD/1 (Ogham Stone Concept by CISP),Q85391710,POINT(-6.617778 53.016944),IA[Q]INIKOI 
Q106675473,DNBUL/1 (Ogham Stone Concept by CISP),Q85393918,POINT(-8.452778 51.980833),DOCRANORI
Q106675474,DNMOR/1 (Ogham Stone Concept by CISP),Q85391654,POINT(-6.551111 53.375278),NETTAVRECC 
Q106675475,DNWAY/1 (Ogham Stone Concept by CISP),Q106628046,POINT(-9.112042 51.714579),MOESAC
Q106675476,DNWAY/2 (Ogham Stone Concept by CISP),Q106628046,POINT(-9.112042 51.714579),MOUNIN
Q106675477,DNWAY/3 (Ogham Stone Concept by CISP),Q106628046,POINT(-9.112042 51.714579),[A]DARUNM[A]CICOLAL[I]
Q106675478,DOOGH/1 (Ogham Stone Concept by CISP),Q85390429,POINT(-9.87 53.746389),--][OVIMAQI][--
Q106675479,DRCOM/1 (Ogham Stone Concept by CISP),Q85392810,POINT(-6.655278 54.307222),DINEGLO 
Q106675480,DRLUS/1 (Ogham Stone Concept by CISP),Q85395540,POINT(-9.786667 51.881111),CATVVIRRMAQILUGUVVEC
Q106675481,DROMR/1 (Ogham Stone Concept by CISP),Q85396907,POINT(-7.848889 52.064444),COLLABOTMUCOILUGA 
Q106675482,DROMR/2 (Ogham Stone Concept by CISP),Q85396907,POINT(-7.848889 52.064444),MEDUSIMACILU 
Q106675484,DROMR/3 (Ogham Stone Concept by CISP),Q85396907,POINT(-7.848889 52.064444),CATTUVIR
Q106675485,DROUK/1 (Ogham Stone Concept by CISP),Q85395543,POINT(-9.525833 51.885278),MO{GW}UNILOCIDMAQIALOTTO
Q106675486,DRUML/1 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),MANUMAGUNOGATIMOC 
Q106675487,DRUML/10 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),SOVALINI
Q106675488,DRUML/2 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),CALUNOVIC 
Q106675489,DRUML/3 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),MAQIINI[--] 
Q106675490,DRUML/4 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),CUNALEGEAMAQIC 
Q106675491,DRUML/5 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),BIGUMAQI 
Q106675492,DRUML/6 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),BIRMAQIMUCOI 
Q106675493,DRUML/7 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),--]MAQINE 
Q106675494,DRUML/8 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),DENAVEC 
Q106675495,DRUML/9 (Ogham Stone Concept by CISP),Q85396849,POINT(-7.468056 52.163056),BRO[INION]AS
Q106675496,DRUMM/1 (Ogham Stone Concept by CISP),Q85390417,POINT(-8.362222 53.84),CUNOVATO
Q106675497,DUNAL/1 (Ogham Stone Concept by CISP),Q85392833,POINT(-6.744444 55.116667),BROCAGNIMAQIMU
Q106675498,DUNB/1 (Ogham Stone Concept by CISP),Q85391719,POINT(-7.172222 52.617778),BRAN[I]TTASM[A]QIDUCR[I]DDA
Q106675499,DUNB/2 (Ogham Stone Concept by CISP),Q85391719,POINT(-7.172222 52.617778),NAVALLOAVVIGENITTAC[--
Q106675501,DUNGM/1 (Ogham Stone Concept by CISP),Q85392823,POINT(-7.209444 53.794444),OVOMAN[I]
Q106675502,EMLGE/1 (Ogham Stone Concept by CISP),Q85395559,POINT(-10.228056 52.133056),BRUSCCOSMAQQICALI 
Q106675503,EMLGW/1 (Ogham Stone Concept by CISP),Q85395521,POINT(-10.270556 52.135278),nan
Q106675504,FARAN/1 (Ogham Stone Concept by CISP),Q106628057,POINT(-10.269408 52.139327),[--]
Q106675505,FIDUP/1 (Ogham Stone Concept by CISP),Q85391658,POINT(-7.036389 52.518889),DRUGNOMAQIMU 
Q106675506,FKWOO/1 (Ogham Stone Concept by CISP),Q85393998,POINT(-9.935278 51.712222),MAQIDECCEDDASAVITURANIAS
Q106675508,FORTW/1 (Ogham Stone Concept by CISP),Q85394087,POINT(-9.724167 52.362778),ANMVEDLLOIGOIMACI 
Q106675509,FOXCA/1 (Ogham Stone Concept by CISP),Q85396851,POINT(-7.495 52.155278),--]AVIDAIMAGNI
Q106675510,GAMIL/1 (Ogham Stone Concept by CISP),Q85396944,POINT(-7.483333 52.191389),GOSOCTASMUCOIMACORBO
Q106675511,GAMIL/2 (Ogham Stone Concept by CISP),Q85396944,POINT(-7.483333 52.191389),MELAGIA
Q106675512,GARES/1 (Ogham Stone Concept by CISP),Q69385525,POINT(-8.761667 51.816389),C[A]SSITT[A]SMAQ 
Q106675513,GEARS/1 (Ogham Stone Concept by CISP),Q106628051,POINT(-9.765716 51.889059),BRANADDOVMAMAQIQOLIMUCOIDOVI[--
Q106675514,GLEBE/1 (Ogham Stone Concept by CISP),Q85394021,POINT(-9.115 51.849444),LI[T]UBIRIMAQI 
Q106675515,GLEBE/2 (Ogham Stone Concept by CISP),Q85394021,POINT(-9.115 51.849444),LACAVAGNI[--
Q106675516,GLEBE/3 (Ogham Stone Concept by CISP),Q85394021,POINT(-9.115 51.849444),VAITEVIA
Q106675517,GLEWI/1 (Ogham Stone Concept by CISP),Q85393995,POINT(-8.175556 51.969444),COLOMAGN[A!][.]V[.]DUC[A!][R.]
Q106675518,GLEWI/2 (Ogham Stone Concept by CISP),Q85393995,POINT(-8.175556 51.969444),LODIM[O]NI
Q106675519,GLHAN/1 (Ogham Stone Concept by CISP),Q85395523,POINT(-10.437222 52.103333),LMCBDV
Q106675522,GLLOG/1 (Ogham Stone Concept by CISP),Q85394126,POINT(-8.866111 51.991111),CUNAGUSSOS{U}MA[..] 
Q106675523,GLNMO/1 (Ogham Stone Concept by CISP),Q85395522,POINT(-10.159444 52.186944),GANICCA
Q106675524,GLSHS/1 (Ogham Stone Concept by CISP),Q106628068,POINT(-8.538435 52.031405),[--]
Q106675525,GORGH/1 (Ogham Stone Concept by CISP),Q85395524,POINT(-10.126667 52.140833),MAQQIDECEDDA 
Q106675526,GOUR/1 (Ogham Stone Concept by CISP),Q85394098,POINT(-9.981667 51.628889),[CARI]
Q106675527,GOWRN/1 (Ogham Stone Concept by CISP),Q85391704,POINT(-7.066111 52.6325),MAQIERAC[I]AS 
Q106675528,GRANG/1 (Ogham Stone Concept by CISP),Q85396845,POINT(-7.755833 51.988333),--DI]MAQIMUCOI 
Q106675529,GRENL/1 (Ogham Stone Concept by CISP),Q72006007,POINT(-8.601944 52.081111),T[R]EN[UMA]QIMUCOIQRITTI
Q106675530,GRENL/2 (Ogham Stone Concept by CISP),Q72006007,POINT(-8.601944 52.081111),CATTUBUTTASMA[Q--
Q106675531,GRISL/1 (Ogham Stone Concept by CISP),Q85391722,POINT(-6.6177 52.1173),LON[.]MI 
Q106675534,GURAN/1 (Ogham Stone Concept by CISP),Q85396933,POINT(-9.581944 52.226667),DUMELIMAQIGL 
Q106675535,HLAND/1 (Ogham Stone Concept by CISP),Q85391680,POINT(-6.887778 52.161389),SEDAN[IMAQQI 
Q67510124,CIIC 38 (Ogham Stone Concept by RAS Macalister),Q69378747,POINT(-7.231111 52.471944),CORBI KOI MAQI LABRID [...
Q67978531,CIIC 203 (Ogham Stone Concept by RAS Macalister),Q69379704,POINT(-9.642778 52.061111),MAQI-DECEDA MAQ̣[...
Q67978531,CIIC 203 (Ogham Stone Concept by RAS Macalister),Q69379704,POINT(-9.642778 52.061111),MAQI-DECEDA MAQ̣[I]
Q69377850,CIIC 103 (Ogham Stone Concept by RAS Macalister),Q69378412,POINT(-8.818333 52.015833),CARRTTACC GAQI MU CAGG[I]
Q69383434,CIIC 115 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),CULRIGAI MAQI MENUMAQ[I]
Q69385241,CIIC 117 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),COLLOS
Q69385424,CIIC 81 (Ogham Stone Concept by RAS Macalister),Q69385525,POINT(-8.761667 51.816389),C[A]SSITT[A]S MAQI MUCOI CALLITI
Q70382438,CIIC 116 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),BRANI MAQQI MUCC[OI......]R[A]L[...
Q70382440,CIIC 113 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),VEQIKAMI MAQI LUGUNI
Q70885690,CIIC 89 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),BOGAI MAQI BIRACO
Q70885692,CIIC 93 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),ERCAIDANA
Q70885695,CIIC 85 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),GRILAGNI MAQI SCILAGNI
Q70885697,CIIC 96 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),COVALOTI
Q70885698,CIIC 87 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),DRUTIQULI MAQI MAQI-RODAGNI
Q70885701,CIIC 262 (Ogham Stone Concept by RAS Macalister),Q85396840,POINT(-7.998889 52.199444),ERCAGNI MAQI ERCIAS
Q70885703,CIIC 95 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),NAM MEDDOGENI
Q70885704,CIIC 83 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),LAMADILICCI MAC MAIL BROCC
Q70885706,CIIC 94 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),DOMMO MACI VEDUCERI
Q70885712,CIIC 90 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),CRONUN MAC BAIT
Q70885713,CIIC 92 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),ACTI MAQI [.....MAGO.
Q70885716,CIIC 86 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),CLIUCOANAS MAQI MAQI-RENI
Q70885720,CIIC 88 (Ogham Stone Concept by RAS Macalister),Q85394270,POINT(-8.071111 52.026944),BRANAN MAQI OQOLI
Q70885722,CIIC 127 (Ogham Stone Concept by RAS Macalister),Q85394019,POINT(-8.757222 51.946389),MAQILASPOG B TTMACDE
Q70885723,CIIC 63 (Ogham Stone Concept by RAS Macalister),Q85393995,POINT(-8.175556 51.969444),COLOMAGNI AVI DUCURI BRUSCO MAQI DOVALESCI
Q70885727,CIIC 107 (Ogham Stone Concept by RAS Macalister),Q85394126,POINT(-8.866111 51.991111),CUNAGUSSOS MA[...
Q70885728,CIIC 105 (Ogham Stone Concept by RAS Macalister),Q85394077,POINT(-8.823889 51.955833),ANM NETACUNAS CELI VIDETTAS
Q70885730,CIIC 61 (Ogham Stone Concept by RAS Macalister),Q85393915,POINT(-8.360556 52.008611),OLAGNI MAQ[...
Q70885734,CIIC 128 (Ogham Stone Concept by RAS Macalister),Q85393943,POINT(-8.909167 52.0075),DOVETI MAQI LOCARENAS CELI MAQI-CULIDOVI
Q70885736,CIIC 114 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),GRIMIGGN[I MAQ]I CERC...
Q70885739,CIIC 112 (Ogham Stone Concept by RAS Macalister),Q69383268,POINT(-8.794722 51.868056),MICANAVVI MAQ LUGUNI
Q70892272,CIIC 1 (Ogham Stone Concept by RAS Macalister),Q85390377,POINT(-9.316944 53.485556),LIE LUGUAEDON MACCI MENUEH
Q70892276,CIIC 2 (Ogham Stone Concept by RAS Macalister),Q85390407,POINT(-7.870556 53.816389),QENUVEN...
Q70892278,CIIC 3 (Ogham Stone Concept by RAS Macalister),Q85390382,POINT(-8.805 53.781667),CUNALEGI AVI QUNACANOS
Q70892286,CIIC 6 (Ogham Stone Concept by RAS Macalister),Q85390409,POINT(-8.709444 53.728611),QASIGN[i] MAQ[I]
Q70892288,CIIC 8 (Ogham Stone Concept by RAS Macalister),Q85390429,POINT(-9.87 53.746389),]OVI
Q70892292,CIIC 9 (Ogham Stone Concept by RAS Macalister),Q85390391,POINT(-9.330833 54.260278),MAQ-ACTO MAQ GAR[... MAQI MUCOI Z]
Q70892302,CIIC 10 (Ogham Stone Concept by RAS Macalister),Q85390394,POINT(-9.248056 54.248611),L[E]GG               SD[...]LEŋESCAD MAQ CORRBRI MAQ AMMLLOŋITT
Q70892303,CIIC 11 (Ogham Stone Concept by RAS Macalister),Q85390417,POINT(-8.362222 53.84),CUNOVATO
Q70892306,CIIC 12 (Ogham Stone Concept by RAS Macalister),Q85390711,POINT(-8.297778 53.8075),VRAICCI MAQI MEDVVI
Q70892312,CIIC 15 (Ogham Stone Concept by RAS Macalister),Q85391717,POINT(-6.573611 52.826389),RENI
Q70892316,CIIC 17 (Ogham Stone Concept by RAS Macalister),Q85391650,POINT(-6.727222 52.848056),MUCOI MUCC[I
Q70892318,CIIC 18 (Ogham Stone Concept by RAS Macalister),Q85391732,POINT(-6.1525 53.419722),S   B           N                   GL T  DM...
Q70892328,CIIC 20 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),MAQI-DDECCEDA MAQI MARIN
Q70892342,CIIC 27 (Ogham Stone Concept by RAS Macalister),Q85391701,POINT(-7.524444 52.76),CNAEMSECH CELLACH MINODOR MUAD MAELMAIRE MAELUADAIG MALMAIRE
Q70892353,CIIC 28 (Ogham Stone Concept by RAS Macalister),Q85391656,POINT(-7.150556 52.651389),TASEGAGNI [MAQ]I MUCOI MACORBO
Q70892354,CIIC 29 (Ogham Stone Concept by RAS Macalister),Q85391719,POINT(-7.172222 52.617778),BRAN[I]TTAS M[A]QI DUCR[I]DDA
Q70892357,CIIC 30 (Ogham Stone Concept by RAS Macalister),Q85391719,POINT(-7.172222 52.617778),NAVALLO AVVI GENITTAC[...
Q70892359,CIIC 31 (Ogham Stone Concept by RAS Macalister),Q85391658,POINT(-7.036389 52.518889),DRUGNO MAQI MUCOI [....] NAMI
Q70892361,CIIC 32 (Ogham Stone Concept by RAS Macalister),Q85391704,POINT(-7.066111 52.6325),MAQI-ERACIAS MAQI DIMAQA MUCO[I....
Q70892363,CIIC 33 (Ogham Stone Concept by RAS Macalister),Q85391660,POINT(-6.958056 52.5425),n/a
Q70892365,CIIC 34 (Ogham Stone Concept by RAS Macalister),Q85391706,POINT(-7.158611 52.538611),LOBBI KOI MAQQI MUCCOI RINI
Q70892636,CIIC 163 (Ogham Stone Concept by RAS Macalister),Q85393964,POINT(-10.031111 52.1725),NETTA-LAMINACCA KOI MAQQI MUCOI DOVIN[IA]S
Q70892643,CIIC 164 (Ogham Stone Concept by RAS Macalister),Q85395620,POINT(-10.031389 52.155278),VOENACUNAS M....
Q70892646,CIIC 165 (Ogham Stone Concept by RAS Macalister),Q85395620,POINT(-10.031389 52.155278),[D]DROGNO
Q70892648,CIIC 166 (Ogham Stone Concept by RAS Macalister),Q85395552,POINT(-10.159444 52.186944),COIMAGNI MAQI VITALIN
Q70892652,CIIC 167 (Ogham Stone Concept by RAS Macalister),Q85395515,POINT(-10.0375 52.165833),.. [MAQ]I DROGNO MU[COI] ...
Q70892653,CIIC 168 (Ogham Stone Concept by RAS Macalister),Q85395515,POINT(-10.0375 52.165833),IRCCITOS
Q70892655,CIIC 169 (Ogham Stone Concept by RAS Macalister),Q85395517,POINT(-10.323333 52.160556),MAQI - LIAG MAQI ERCA
Q70892659,CIIC 170 (Ogham Stone Concept by RAS Macalister),Q85395592,POINT(-10.3275 52.151389),QENILOCI MAQI MAQI - AINIA MUC[---
Q70892660,CIIC 171 (Ogham Stone Concept by RAS Macalister),Q85395518,POINT(-10.029722 52.1875),DUGENNGG[I] MAQI RODDOS
Q70892662,CIIC 172 (Ogham Stone Concept by RAS Macalister),Q85395519,POINT(-10.400833 52.155833),TOGITTACC MAQI SAGARETTOS
Q70892669,CIIC 173 (Ogham Stone Concept by RAS Macalister),Q85395554,POINT(-10.036389 52.146944),[MAQ]QI MUCC[OI]
Q70892670,CIIC 174 (Ogham Stone Concept by RAS Macalister),Q85395555,POINT(-10.159444 52.186944),n/a
Q70892674,CIIC 175 (Ogham Stone Concept by RAS Macalister),Q85395594,POINT(-10.306944 52.125833),MAQQI-ERCCIAS MAQQI MUCOI DOVINIA
Q70892676,CIIC 176 (Ogham Stone Concept by RAS Macalister),Q85395556,POINT(-9.910278 52.215),CONUNETT MOQI CONURI.
Q70892679,CIIC 177 (Ogham Stone Concept by RAS Macalister),Q85395556,POINT(-9.910278 52.215),CCILARI AV[I].....COI VAG....
Q70892682,CIIC 178 (Ogham Stone Concept by RAS Macalister),Q85395557,POINT(-10.458333 52.111944),ERC MAQI MAQI-ERCIAS MU DOVINIA
Q70892683,CIIC 179 (Ogham Stone Concept by RAS Macalister),Q85395597,POINT(-10.27 52.14),......ETORIGAS
Q70892686,CIIC 180 (Ogham Stone Concept by RAS Macalister),Q85395559,POINT(-10.228056 52.133056),BRUSCCOS MAQQI CALIACI[AS] M[AQQI MUCOI...
Q70892689,CIIC 181 (Ogham Stone Concept by RAS Macalister),Q85395521,POINT(-10.270556 52.135278),TALAGNI MAQ....
Q70892693,CIIC 182 (Ogham Stone Concept by RAS Macalister),Q85395522,POINT(-10.159444 52.186944),GANICCA
Q70892695,CIIC 183 (Ogham Stone Concept by RAS Macalister),Q85395523,POINT(-10.437222 52.103333),n/a
Q70892699,CIIC 184 (Ogham Stone Concept by RAS Macalister),Q85395524,POINT(-10.126667 52.140833),MAQQI-DECEDDA MAQQI CATUVIQ[QA]
Q70892701,CIIC 185 (Ogham Stone Concept by RAS Macalister),Q85395526,POINT(-10.607778 52.044444),[CO?]BB[A?] AVI VLATIAMI MAQ...
Q70892704,CIIC 186 (Ogham Stone Concept by RAS Macalister),Q85395599,POINT(-10.300556 52.153333),EQODDI SCI FINTEN
Q70892706,CIIC 187 (Ogham Stone Concept by RAS Macalister),Q85395528,POINT(-10.333056 52.188333),ANM MAILE-INBIR MACI BROCANN
Q70892708,CIIC 188 (Ogham Stone Concept by RAS Macalister),Q85395530,POINT(-10.194444 52.120556),MARIANI
Q70892711,CIIC 189 (Ogham Stone Concept by RAS Macalister),Q85395530,POINT(-10.194444 52.120556),SAŊTI LLOTETI AVI SRUSA.
Q106674229,195. Rathmalode I (Ogham Stone Concept by the Ogham in 3D Project),Q85395567,POINT(-9.990556 52.1725),CURCI MAQI MUCOI VO
Q106674230,196. Rathmalode II (Ogham Stone Concept by the Ogham in 3D Project),Q85395567,POINT(-9.990556 52.1725),ERCAVICCAS MAQI CO
Q106674231,197. Coolmagort I (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),DEGO{S} MAQI MOCOI TOICAKI
Q106674232,198. Coolmagort II (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),MAQI-RITEAS MAQI MAQI-DDUMILEAS/ MUCOI TOICACI
Q106674233,199. Coolmagort III (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),CUNACENA
Q106674234,20. Colbinstown II (Ogham Stone Concept by the Ogham in 3D Project),Q85391762,POINT(-6.756389 53.031111),MAQI-DDECCEDA MAQI MARIN
